Date,State,Confirmed,Recovered,Deceased,Other,Tested
2020-07-19,Manipur,1911,1235,0,0,71016
2020-07-19,Madhya Pradesh,22600,15311,721,0,599640
2020-07-19,Mizoram,284,167,0,0,18147
2020-07-19,Nagaland,988,445,0,0,29326
2020-07-19,Odisha,17437,12453,119,0,386102
2020-07-19,Punjab,10100,6535,254,0,459900
2020-07-19,Puducherry,1999,1154,28,0,31420
2020-07-19,Rajasthan,29434,21730,559,0,1231760
2020-07-19,Sikkim,283,90,0,0,15957
2020-07-19,Telangana,45076,32438,415,0,265219
2020-07-19,Tamil Nadu,170693,117915,2481,0,1932492
2020-07-19,Tripura,2891,1759,5,14,109290
2020-07-19,India,1118094,700403,27494,393,14047908
2020-07-19,State Unassigned,0,0,0,0,
2020-07-19,Uttar Pradesh,49247,29845,1146,0,1470426
2020-07-19,Uttarakhand,4515,3116,52,36,119345
2020-07-19,West Bengal,42487,24883,1112,0,703284
2020-07-20,Andaman and Nicobar Islands,207,151,0,1,20301
2020-07-20,Andhra Pradesh,53724,24228,696,0,1349112
2020-07-20,Arunachal Pradesh,790,285,3,0,40477
2020-07-20,Assam,25093,17096,58,3,671191
2020-07-20,Bihar,27455,17535,187,1,388626
2020-07-20,Chandigarh,737,518,12,0,11075
2020-07-20,Chhattisgarh,5598,3944,28,0,250016
2020-07-20,Delhi,123747,104918,3663,0,830459
2020-07-20,Dadra and Nagar Haveli and Daman and Diu,711,465,2,10,38880
2020-07-20,Goa,3853,2361,23,0,108459
2020-07-20,Gujarat,49439,35659,2167,0,548989
2020-07-20,Himachal Pradesh,1631,1067,10,18,116795
2020-07-20,Haryana,26858,20226,355,0,457310
2020-07-20,Jharkhand,5777,2835,53,0,222781
2020-07-20,Jammu and Kashmir,14650,8274,254,0,518029
2020-07-20,Karnataka,67420,23795,1403,9,1025420
2020-07-20,Kerala,13275,5620,44,0,546000
2020-07-20,Ladakh,1195,1007,2,0,16467
2020-07-20,Maharashtra,318695,175029,12030,302,1603802
2020-07-20,Meghalaya,469,52,4,0,28163
2020-07-20,Manipur,1925,1320,0,0,71703
2020-07-20,Madhya Pradesh,23310,15684,738,0,615862
2020-07-20,Mizoram,297,168,0,0,18147
2020-07-20,Nagaland,1021,484,0,0,29994
2020-07-20,Odisha,18110,12910,125,0,393602
2020-07-20,Punjab,10510,7118,262,0,466057
2020-07-20,Puducherry,2092,1265,29,0,31947
2020-07-20,Rajasthan,30390,22195,568,0,1244387
2020-07-20,Sikkim,305,92,0,0,16906
2020-07-20,Telangana,46274,34323,422,0,276222
2020-07-20,Tamil Nadu,175678,121776,2551,0,1984579
2020-07-20,Tripura,3093,1845,7,14,114165
2020-07-20,India,1154900,724706,28090,395,14381303
2020-07-20,State Unassigned,0,0,0,0,
2020-07-20,Uttar Pradesh,51160,30831,1192,0,1513827
2020-07-20,Uttarakhand,4642,3212,55,37,123000
2020-07-20,West Bengal,44769,26418,1147,0,716365
2020-07-21,Andaman and Nicobar Islands,212,159,0,1,20642
2020-07-21,Andhra Pradesh,58668,25574,758,0,1386274
2020-07-21,Arunachal Pradesh,858,303,3,0,41772
2020-07-21,Assam,26773,18034,64,3,689343
2020-07-21,Bihar,28564,18741,198,1,398929
2020-07-21,Chandigarh,751,518,12,0,11271
2020-07-21,Chhattisgarh,5731,4114,29,0,254185
2020-07-21,Delhi,125096,106118,3690,0,851311
2020-07-21,Dadra and Nagar Haveli and Daman and Diu,739,475,2,10,39199
2020-07-21,Goa,4027,2449,26,0,111296
2020-07-21,Gujarat,50465,36403,2201,0,562682
2020-07-21,Himachal Pradesh,1664,1077,11,18,119220
2020-07-21,Haryana,27462,20952,364,0,467740
2020-07-21,Jharkhand,6195,2942,61,0,230535
2020-07-21,Jammu and Kashmir,15258,8455,263,0,528946
2020-07-21,Karnataka,71069,25459,1464,9,1051976
2020-07-21,Kerala,13995,5894,45,0,567278
2020-07-21,Ladakh,1198,1010,2,0,16639
2020-07-21,Maharashtra,327031,182217,12276,302,1643981
2020-07-21,Meghalaya,490,70,4,0,29274
2020-07-21,Manipur,2015,1384,0,0,73053
2020-07-21,Madhya Pradesh,24095,16257,756,0,631067
2020-07-21,Mizoram,297,168,0,0,18297
2020-07-21,Nagaland,1030,485,0,0,30574
2020-07-21,Odisha,18757,13310,133,0,401644
2020-07-21,Punjab,10889,7389,263,0,478421
2020-07-21,Puducherry,2179,1318,30,0,32468
2020-07-21,Rajasthan,31373,22744,577,0,1270376
2020-07-21,Sikkim,330,108,0,0,17564
2020-07-21,Telangana,47704,36385,429,0,293077
2020-07-21,Tamil Nadu,180643,126670,2626,0,2035645
2020-07-21,Tripura,3345,1926,8,14,119046
2020-07-21,India,1194070,752295,28761,396,14724546
2020-07-21,State Unassigned,0,0,0,0,
2020-07-21,Uttar Pradesh,53288,31855,1229,0,1554116
2020-07-21,Uttarakhand,4849,3297,55,38,127098
2020-07-21,West Bengal,47030,28035,1182,0,729429
2020-07-22,Andaman and Nicobar Islands,221,163,0,1,21043
2020-07-22,Andhra Pradesh,64713,32127,823,0,1435827
2020-07-22,Arunachal Pradesh,949,314,3,0,44986
2020-07-22,Assam,27745,19351,66,3,703374
2020-07-22,Bihar,30066,19876,208,1,409088
2020-07-22,Chandigarh,780,526,13,0,11547
2020-07-22,Chhattisgarh,5999,4230,29,0,260227
2020-07-22,Delhi,126323,107650,3719,0,871371
2020-07-22,Dadra and Nagar Haveli and Daman and Diu,775,490,2,10,39199
2020-07-22,Goa,4176,2541,28,0,114309
2020-07-22,Gujarat,51485,37240,2229,0,576706
2020-07-22,Himachal Pradesh,1725,1105,11,18,121688
2020-07-22,Haryana,28186,21697,372,0,477412
2020-07-22,Jharkhand,6682,3048,64,0,236438
2020-07-22,Jammu and Kashmir,15711,8607,273,0,537891
2020-07-22,Karnataka,75833,27239,1519,9,1079749
2020-07-22,Kerala,15033,6166,46,3,588930
2020-07-22,Ladakh,1206,1018,2,0,16850
2020-07-22,Maharashtra,337607,187769,12556,302,1691546
2020-07-22,Meghalaya,514,77,4,0,30009
2020-07-22,Manipur,2060,1418,0,0,73866
2020-07-22,Madhya Pradesh,24842,16836,770,0,645003
2020-07-22,Mizoram,317,179,0,0,18603
2020-07-22,Nagaland,1084,486,0,0,31503
2020-07-22,Odisha,19835,13750,139,0,410921
2020-07-22,Punjab,11301,7641,269,0,489836
2020-07-22,Puducherry,2300,1369,31,0,33096
2020-07-22,Rajasthan,32334,23364,583,0,1298218
2020-07-22,Sikkim,438,112,0,0,19484
2020-07-22,Telangana,49259,37666,438,0,308959
2020-07-22,Tamil Nadu,186492,131583,3144,0,2095757
2020-07-22,Tripura,3471,2033,9,18,123269
2020-07-22,India,1239671,784170,29891,403,15075369
2020-07-22,State Unassigned,0,0,0,0,
2020-07-22,Uttar Pradesh,55588,33500,1263,0,1600000
2020-07-22,Uttarakhand,5300,3349,57,38,129783
2020-07-22,West Bengal,49321,29650,1221,0,743469
2020-07-23,Andaman and Nicobar Islands,240,170,0,1,21310
2020-07-23,Andhra Pradesh,72711,37555,884,0,1493879
2020-07-23,Arunachal Pradesh,991,334,3,0,48880
2020-07-23,Assam,28792,20700,70,3,723287
2020-07-23,Bihar,31691,20959,212,1,419208
2020-07-23,Chandigarh,800,531,13,0,11780
2020-07-23,Chhattisgarh,6370,4387,34,0,268285
2020-07-23,Delhi,127364,109065,3745,0,889597
2020-07-23,Dadra and Nagar Haveli and Daman and Diu,820,513,2,10,39199
2020-07-23,Goa,4350,2655,29,0,117321
2020-07-23,Gujarat,52563,37958,2257,0,591561
2020-07-23,Himachal Pradesh,1834,1136,11,18,124683
2020-07-23,Haryana,28975,22249,378,0,490414
2020-07-23,Jharkhand,7164,3254,67,0,243276
2020-07-23,Jammu and Kashmir,16429,8709,282,0,548877
2020-07-23,Karnataka,80863,29310,1616,9,1110497
2020-07-23,Kerala,16111,6598,51,4,612266
2020-07-23,Ladakh,1210,1025,2,0,16972
2020-07-23,Maharashtra,347502,194253,12854,302,1741992
2020-07-23,Meghalaya,534,82,4,0,30796
2020-07-23,Manipur,2115,1460,0,0,74614
2020-07-23,Madhya Pradesh,25474,17359,780,0,658869
2020-07-23,Mizoram,326,183,0,0,19014
2020-07-23,Nagaland,1174,530,0,0,32169
2020-07-23,Odisha,21099,14393,145,0,421931
2020-07-23,Punjab,11739,7741,277,0,500562
2020-07-23,Puducherry,2420,1400,34,0,33658
2020-07-23,Rajasthan,33220,23815,594,0,1325580
2020-07-23,Sikkim,460,122,0,0,20050
2020-07-23,Telangana,50826,39327,447,0,322326
2020-07-23,Tamil Nadu,192964,136793,3232,0,2157869
2020-07-23,Tripura,3677,2072,10,18,127742
2020-07-23,India,1288114,817496,30646,404,15428170
2020-07-23,State Unassigned,0,0,0,0,
2020-07-23,Uttar Pradesh,58104,35803,1298,0,1654651
2020-07-23,Uttarakhand,5445,3399,60,38,132840
2020-07-23,West Bengal,51757,31656,1255,0,758027
2020-07-24,Andaman and Nicobar Islands,259,174,0,1,21743
2020-07-24,Andhra Pradesh,80858,39935,933,0,1541993
2020-07-24,Arunachal Pradesh,1056,392,3,0,53335
2020-07-24,Assam,29922,21762,76,3,739465
2020-07-24,Bihar,33511,22832,221,1,429664
2020-07-24,Chandigarh,823,535,13,0,12030
2020-07-24,Chhattisgarh,6819,4567,36,0,274660
2020-07-24,Delhi,128389,110931,3777,0,908735
2020-07-24,Dadra and Nagar Haveli and Daman and Diu,864,531,2,10,40425
2020-07-24,Goa,4540,2865,29,0,119455
2020-07-24,Gujarat,53631,38830,2283,0,606718
2020-07-24,Himachal Pradesh,1954,1145,12,18,127555
2020-07-24,Haryana,29755,22953,382,0,505220
2020-07-24,Jharkhand,7564,3354,76,0,248928
2020-07-24,Jammu and Kashmir,16782,9217,296,0,559399
2020-07-24,Karnataka,85870,31347,1726,9,1110497
2020-07-24,Kerala,16996,7566,55,4,635272
2020-07-24,Ladakh,1246,1035,2,0,17395
2020-07-24,Maharashtra,357117,199967,13132,304,1790610
2020-07-24,Meghalaya,587,87,5,0,31367
2020-07-24,Manipur,2146,1491,0,0,75932
2020-07-24,Madhya Pradesh,26210,17866,791,0,670155
2020-07-24,Mizoram,332,183,0,0,19238
2020-07-24,Nagaland,1239,537,1,0,32909
2020-07-24,Odisha,22693,15201,153,0,433578
2020-07-24,Punjab,12216,8096,282,0,509267
2020-07-24,Puducherry,2515,1483,35,0,34305
2020-07-24,Rajasthan,34178,24547,602,0,1349544
2020-07-24,Sikkim,477,137,0,0,20785
2020-07-24,Telangana,52466,40334,455,0,337771
2020-07-24,Tamil Nadu,199749,143297,3320,0,2223019
2020-07-24,Tripura,3777,2131,11,18,131485
2020-07-24,India,1337002,850010,31409,406,15849068
2020-07-24,State Unassigned,0,0,0,0,
2020-07-24,Uttar Pradesh,60771,37712,1348,0,1705348
2020-07-24,Uttarakhand,5717,3441,62,38,135447
2020-07-24,West Bengal,53973,33529,1290,0,773512
2020-07-25,Andaman and Nicobar Islands,290,176,0,1,21965
2020-07-25,Andhra Pradesh,88671,43255,985,0,1595674
2020-07-25,Arunachal Pradesh,1126,428,3,0,57861
2020-07-25,Assam,31087,23056,77,3,753939
2020-07-25,Bihar,36314,24520,232,1,442125
2020-07-25,Chandigarh,852,555,13,0,12358
2020-07-25,Chhattisgarh,7182,4683,39,0,280964
2020-07-25,Delhi,129531,113068,3806,0,929244
2020-07-25,Dadra and Nagar Haveli and Daman and Diu,901,544,2,10,40881
2020-07-25,Goa,4686,3047,33,0,121771
2020-07-25,Gujarat,54712,39612,2305,0,620662
2020-07-25,Himachal Pradesh,2049,1173,12,18,130253
2020-07-25,Haryana,30538,23654,389,0,536323
2020-07-25,Jharkhand,7841,3521,83,0,253411
2020-07-25,Jammu and Kashmir,17305,9517,305,0,570508
2020-07-25,Karnataka,90942,33750,1798,9,1143262
2020-07-25,Kerala,18099,8615,60,4,653982
2020-07-25,Ladakh,1276,1057,3,0,17625
2020-07-25,Maharashtra,366368,207194,13389,304,1840445
2020-07-25,Meghalaya,646,94,5,0,32470
2020-07-25,Manipur,2176,1520,0,0,76992
2020-07-25,Madhya Pradesh,26926,18488,799,0,684419
2020-07-25,Mizoram,361,183,0,0,19781
2020-07-25,Nagaland,1289,541,4,0,33704
2020-07-25,Odisha,24013,15929,163,0,446311
2020-07-25,Punjab,12684,8297,291,0,521906
2020-07-25,Puducherry,2654,1561,38,0,35080
2020-07-25,Rajasthan,35298,25306,613,0,1377850
2020-07-25,Sikkim,499,142,0,0,21272
2020-07-25,Telangana,54059,41332,463,0,353425
2020-07-25,Tamil Nadu,206737,151055,3409,0,2287334
2020-07-25,Tripura,3882,2210,11,18,135436
2020-07-25,India,1387074,887135,32112,406,16291331
2020-07-25,State Unassigned,0,0,0,0,
2020-07-25,Uttar Pradesh,63742,39903,1387,0,1762416
2020-07-25,Uttarakhand,5961,3495,63,38,139229
2020-07-25,West Bengal,56377,35654,1332,0,789140
2020-07-26,Andaman and Nicobar Islands,318,180,0,1,22049
2020-07-26,Andhra Pradesh,96298,46301,1041,0,1643319
2020-07-26,Arunachal Pradesh,1158,505,3,0,59558
2020-07-26,Assam,32229,24041,79,3,774484
2020-07-26,Bihar,38919,26308,249,1,456324
2020-07-26,Chandigarh,887,572,13,0,12608
2020-07-26,Chhattisgarh,7613,4944,43,0,286291
2020-07-26,Delhi,130606,114875,3827,0,946777
2020-07-26,Dadra and Nagar Haveli and Daman and Diu,950,565,2,10,41143
2020-07-26,Goa,4861,3277,35,0,123130
2020-07-26,Gujarat,55822,40365,2326,0,642370
2020-07-26,Himachal Pradesh,2176,1198,13,18,132703
2020-07-26,Haryana,31332,24384,392,0,549463
2020-07-26,Jharkhand,8349,3704,83,0,259096
2020-07-26,Jammu and Kashmir,17920,9928,312,0,581707
2020-07-26,Karnataka,96141,35838,1880,9,1176827
2020-07-26,Kerala,19026,9304,62,5,672748
2020-07-26,Ladakh,1285,1063,4,0,17626
2020-07-26,Maharashtra,375799,213238,13656,304,1890256
2020-07-26,Meghalaya,702,135,5,0,33076
2020-07-26,Manipur,2235,1521,0,0,78368
2020-07-26,Madhya Pradesh,27800,19132,811,0,698171
2020-07-26,Mizoram,361,193,0,0,20053
2020-07-26,Nagaland,1339,549,4,0,34389
2020-07-26,Odisha,25389,16793,174,0,458120
2020-07-26,Punjab,13218,8810,306,0,531336
2020-07-26,Puducherry,2787,1645,40,0,35704
2020-07-26,Rajasthan,36430,25954,624,0,1403124
2020-07-26,Sikkim,545,147,1,0,21272
2020-07-26,Telangana,54059,41332,463,0,353425
2020-07-26,Tamil Nadu,213723,156526,3494,0,2351463
2020-07-26,Tripura,3919,2362,13,18,138100
2020-07-26,India,1436006,918647,32816,407,16806803
2020-07-26,Uttar Pradesh,66988,41641,1426,0,1834297
2020-07-26,Uttarakhand,6104,3566,63,38,141431
2020-07-26,West Bengal,58718,37751,1372,0,805185
2020-07-27,Andaman and Nicobar Islands,338,192,1,1,22548
2020-07-27,Andhra Pradesh,102349,49558,1090,0,1686446
2020-07-27,Arunachal Pradesh,1239,574,3,0,63784
2020-07-27,Assam,33577,25403,86,3,796226
2020-07-27,Bihar,41111,27844,255,1,470560
2020-07-27,Chandigarh,910,575,14,0,12786
2020-07-27,Chhattisgarh,7980,5172,45,0,292627
2020-07-27,Delhi,131219,116372,3853,0,958283
2020-07-27,Dadra and Nagar Haveli and Daman and Diu,986,597,2,11,41143
2020-07-27,Goa,5119,3410,36,0,124746
2020-07-27,Gujarat,56874,41380,2348,0,667844
2020-07-27,Himachal Pradesh,2270,1216,13,18,134606
2020-07-27,Haryana,32127,25046,397,0,559326
2020-07-27,Jharkhand,8803,3805,90,0,264449
2020-07-27,Jammu and Kashmir,18390,10402,321,0,592482
2020-07-27,Karnataka,101465,37685,1955,9,1205051
2020-07-27,Kerala,19728,10049,64,6,688163
2020-07-27,Ladakh,1306,1066,4,0,18071
2020-07-27,Maharashtra,383723,221944,13883,304,1928333
2020-07-27,Meghalaya,738,186,5,0,34127
2020-07-27,Manipur,2286,1559,0,0,80055
2020-07-27,Madhya Pradesh,28589,19791,820,0,711982
2020-07-27,Mizoram,361,193,0,0,20053
2020-07-27,Nagaland,1385,569,5,0,34968
2020-07-27,Odisha,26892,17374,181,0,467447
2020-07-27,Punjab,13769,9064,318,0,539371
2020-07-27,Puducherry,2872,1720,43,0,36288
2020-07-27,Rajasthan,37564,26834,633,0,1417882
2020-07-27,Sikkim,555,174,1,0,22410
2020-07-27,Telangana,55532,42106,471,0,363242
2020-07-27,Tamil Nadu,220716,162249,3571,0,2414713
2020-07-27,Tripura,4066,2467,17,18,142275
2020-07-27,India,1482490,953001,33458,409,17334885
2020-07-27,Uttar Pradesh,70493,42833,1456,0,1941259
2020-07-27,Uttarakhand,6328,3675,66,38,145627
2020-07-27,West Bengal,60830,39917,1411,0,822190
2020-07-28,Andaman and Nicobar Islands,363,196,1,1,22925
2020-07-28,Andhra Pradesh,110297,52622,1148,0,1749425
2020-07-28,Arunachal Pradesh,1330,617,3,0,68034
2020-07-28,Assam,34948,26619,88,3,802674
2020-07-28,Bihar,43591,29220,269,1,486835
2020-07-28,Chandigarh,934,599,14,0,13069
2020-07-28,Chhattisgarh,8286,5439,46,0,297481
2020-07-28,Delhi,132275,117507,3881,0,976827
2020-07-28,Dadra and Nagar Haveli and Daman and Diu,1030,648,2,11,41588
2020-07-28,Goa,5287,3595,36,0,126655
2020-07-28,Gujarat,57982,42412,2372,0,690092
2020-07-28,Himachal Pradesh,2330,1234,13,18,137251
2020-07-28,Haryana,32876,25758,406,0,570219
2020-07-28,Jharkhand,9563,3984,94,0,272713
2020-07-28,Jammu and Kashmir,18879,10885,333,0,603728
2020-07-28,Karnataka,107001,40504,2057,9,1242771
2020-07-28,Kerala,20895,10728,68,6,709348
2020-07-28,Ladakh,1327,1067,4,0,18438
2020-07-28,Maharashtra,391440,232277,14165,304,1972346
2020-07-28,Meghalaya,779,194,5,0,34362
2020-07-28,Manipur,2317,1615,0,0,80603
2020-07-28,Madhya Pradesh,29217,20343,830,0,724673
2020-07-28,Mizoram,384,198,0,0,20442
2020-07-28,Nagaland,1460,577,4,1,35676
2020-07-28,Odisha,28107,18061,189,0,476560
2020-07-28,Punjab,14378,9752,336,0,550267
2020-07-28,Puducherry,3011,1782,47,0,37162
2020-07-28,Rajasthan,38636,27317,644,0,1445240
2020-07-28,Sikkim,579,186,1,0,22993
2020-07-28,Telangana,57142,42909,480,0,379081
2020-07-28,Tamil Nadu,227688,166956,3659,0,2475866
2020-07-28,Tripura,4287,2621,21,18,148877
2020-07-28,India,1532121,988684,34232,410,17743740
2020-07-28,Uttar Pradesh,73951,44520,1497,0,2033089
2020-07-28,Uttarakhand,6587,3720,70,38,150065
2020-07-28,West Bengal,62964,42022,1449,0,839211
2020-07-29,Andaman and Nicobar Islands,428,201,2,1,23217
2020-07-29,Andhra Pradesh,120390,55406,1213,0,1820009
2020-07-29,Arunachal Pradesh,1410,677,3,0,72739
2020-07-29,Assam,36296,27833,92,3,838043
2020-07-29,Bihar,45919,30504,273,1,504629
2020-07-29,Chandigarh,978,611,14,0,13327
2020-07-29,Chhattisgarh,8600,5636,50,0,302506
2020-07-29,Delhi,133310,118633,3907,0,994219
2020-07-29,Dadra and Nagar Haveli and Daman and Diu,1068,667,2,11,41895
2020-07-29,Goa,5489,3784,39,0,128289
2020-07-29,Gujarat,59126,43195,2396,0,713006
2020-07-29,Himachal Pradesh,2403,1332,13,15,139955
2020-07-29,Haryana,33631,26420,413,0,582639
2020-07-29,Jharkhand,9894,4061,99,0,277984
2020-07-29,Jammu and Kashmir,19419,11322,348,0,615380
2020-07-29,Karnataka,112504,42901,2147,9,1275761
2020-07-29,Kerala,21798,11369,69,10,733413
2020-07-29,Ladakh,1347,1080,6,0,18849
2020-07-29,Maharashtra,400651,239755,14463,304,2021437
2020-07-29,Meghalaya,784,207,5,0,34903
2020-07-29,Manipur,2458,1653,1,0,83111
2020-07-29,Madhya Pradesh,30134,20934,844,0,738986
2020-07-29,Mizoram,395,215,0,0,20597
2020-07-29,Nagaland,1513,595,4,1,36355
2020-07-29,Odisha,29175,18939,195,0,487310
2020-07-29,Punjab,14946,10213,361,0,561121
2020-07-29,Puducherry,3177,1874,47,0,37999
2020-07-29,Rajasthan,39780,28309,654,0,1473098
2020-07-29,Sikkim,596,198,1,0,23637
2020-07-29,Telangana,58906,43751,492,0,397939
2020-07-29,Tamil Nadu,234114,172883,3741,0,2536660
2020-07-29,Tripura,4503,2678,21,18,156382
2020-07-29,India,1584600,1021570,35007,411,18190382
2020-07-29,Uttar Pradesh,77334,45807,1530,0,2120843
2020-07-29,Uttarakhand,6866,3811,72,38,154984
2020-07-29,West Bengal,65258,44116,1490,0,856355
2020-07-30,Andaman and Nicobar Islands,470,201,3,1,23615
2020-07-30,Andhra Pradesh,130557,60024,1281,0,1890077
2020-07-30,Arunachal Pradesh,1484,827,3,0,77630
2020-07-30,Assam,38408,29081,94,3,879071
2020-07-30,Bihar,48001,31673,285,1,525430
2020-07-30,Chandigarh,1016,647,14,0,13683
2020-07-30,Chhattisgarh,8856,5921,51,0,310696
2020-07-30,Delhi,134403,119724,3936,0,1013694
2020-07-30,Dadra and Nagar Haveli and Daman and Diu,1103,684,2,11,42148
2020-07-30,Goa,5704,4005,42,0,129719
2020-07-30,Gujarat,60285,44074,2418,0,738073
2020-07-30,Himachal Pradesh,2506,1387,13,17,142618
2020-07-30,Haryana,34254,27340,417,0,600893
2020-07-30,Jharkhand,10399,4176,103,0,286178
2020-07-30,Jammu and Kashmir,19869,11842,365,0,627387
2020-07-30,Karnataka,118632,46694,2230,9,1313856
2020-07-30,Kerala,22304,12163,71,14,753485
2020-07-30,Ladakh,1378,1094,7,0,19143
2020-07-30,Maharashtra,411798,248615,14729,304,2075528
2020-07-30,Meghalaya,803,210,5,0,35572
2020-07-30,Manipur,2505,1672,4,0,83111
2020-07-30,Madhya Pradesh,30968,21657,857,0,752924
2020-07-30,Mizoram,408,234,0,0,20798
2020-07-30,Nagaland,1566,625,4,2,37156
2020-07-30,Odisha,30378,19746,205,0,500238
2020-07-30,Punjab,15456,10509,370,0,572067
2020-07-30,Puducherry,3298,1958,48,0,38734
2020-07-30,Rajasthan,40936,29231,667,0,1500693
2020-07-30,Sikkim,610,214,1,0,24150
2020-07-30,Telangana,60717,44572,505,0,416202
2020-07-30,Tamil Nadu,239978,178178,3841,0,2597862
2020-07-30,Tripura,4722,2962,21,18,163640
2020-07-30,India,1639568,1058995,35791,418,18832970
2020-07-30,Uttar Pradesh,81039,46803,1587,0,2209810
2020-07-30,Uttarakhand,7065,3996,76,38,163683
2020-07-30,West Bengal,67692,46256,1536,0,874397
2020-07-31,Andaman and Nicobar Islands,548,214,5,1,24038
2020-07-31,Andhra Pradesh,140933,63864,1349,0,1951776
2020-07-31,Arunachal Pradesh,1591,918,3,0,81865
2020-07-31,Assam,40270,30358,98,3,917395
2020-07-31,Bihar,50987,33650,298,1,548172
2020-07-31,Chandigarh,1051,667,15,0,13959
2020-07-31,Chhattisgarh,9192,6230,54,0,316127
2020-07-31,Delhi,135598,120930,3963,0,1032785
2020-07-31,Dadra and Nagar Haveli and Daman and Diu,1149,725,2,10,42403
2020-07-31,Goa,5913,4211,45,0,131318
2020-07-31,Gujarat,61438,44907,2441,0,764777
2020-07-31,Himachal Pradesh,2564,1459,13,17,145154
2020-07-31,Haryana,34965,28227,421,0,612591
2020-07-31,Jharkhand,11314,4343,106,0,294476
2020-07-31,Jammu and Kashmir,20359,12217,377,0,637515
2020-07-31,Karnataka,124115,49788,2314,9,1350792
2020-07-31,Kerala,23614,13027,74,18,776268
2020-07-31,Ladakh,1404,1095,7,0,19465
2020-07-31,Maharashtra,422118,256158,14994,304,2133720
2020-07-31,Meghalaya,823,215,5,0,35572
2020-07-31,Manipur,2621,1689,5,0,85441
2020-07-31,Madhya Pradesh,31806,22271,867,0,767571
2020-07-31,Mizoram,408,247,0,0,21118
2020-07-31,Nagaland,1693,635,4,2,37895
2020-07-31,Odisha,31877,20518,214,0,514573
2020-07-31,Punjab,16119,10734,386,0,582573
2020-07-31,Puducherry,3472,2100,49,0,39707
2020-07-31,Rajasthan,42083,29845,680,0,1526962
2020-07-31,Sikkim,639,231,1,0,24939
2020-07-31,Telangana,62703,45388,519,0,437582
2020-07-31,Tamil Nadu,245859,183956,3935,0,2658138
2020-07-31,Tripura,4996,3327,21,18,170834
2020-07-31,India,1697054,1095549,36556,421,19358659
2020-07-31,Uttar Pradesh,85461,48863,1630,0,2325428
2020-07-31,Uttarakhand,7183,4168,80,38,168113
2020-07-31,West Bengal,70188,48374,1581,0,893400
2020-08-01,Andaman and Nicobar Islands,636,226,7,1,24308
2020-08-01,Andhra Pradesh,150209,76614,1407,0,2012573
2020-08-01,Arunachal Pradesh,1674,969,3,0,86288
2020-08-01,Assam,41727,31443,101,3,944556
2020-08-01,Bihar,54508,35473,312,1,576796
2020-08-01,Chandigarh,1079,683,18,0,14239
2020-08-01,Chhattisgarh,9427,6610,55,0,323692
2020-08-01,Delhi,136716,122131,3989,0,1050939
2020-08-01,Dadra and Nagar Haveli and Daman and Diu,1194,755,2,10,42635
2020-08-01,Goa,6193,4438,48,0,132830
2020-08-01,Gujarat,62574,45782,2465,0,791080
2020-08-01,Himachal Pradesh,2634,1502,13,17,147997
2020-08-01,Haryana,35758,29080,428,0,628806
2020-08-01,Jharkhand,12104,4513,114,0,307363
2020-08-01,Jammu and Kashmir,20972,12871,388,0,647271
2020-08-01,Karnataka,129287,53648,2412,9,1385552
2020-08-01,Kerala,24743,13779,82,20,795919
2020-08-01,Ladakh,1462,1108,7,0,19833
2020-08-01,Maharashtra,431719,266883,15316,306,2198423
2020-08-01,Meghalaya,856,252,5,0,36341
2020-08-01,Manipur,2756,1699,6,0,85441
2020-08-01,Madhya Pradesh,32614,22969,876,0,783769
2020-08-01,Mizoram,413,253,0,0,21294
2020-08-01,Nagaland,1831,640,4,4,38634
2020-08-01,Odisha,33479,21274,225,0,528708
2020-08-01,Punjab,17063,11075,405,0,592392
2020-08-01,Puducherry,3606,2198,51,0,40652
2020-08-01,Rajasthan,43243,30668,694,0,1553942
2020-08-01,Sikkim,650,269,1,0,25916
2020-08-01,Telangana,64786,46502,530,0,458593
2020-08-01,Tamil Nadu,251738,190966,4034,0,2718718
2020-08-01,Tripura,5248,3463,23,18,176171
2020-08-01,India,1752171,1146917,37410,427,19821831
2020-08-01,Uttar Pradesh,89048,51334,1677,0,2418809
2020-08-01,Uttarakhand,7447,4330,83,38,172477
2020-08-01,West Bengal,72777,50517,1629,0,913465
2020-08-02,Andaman and Nicobar Islands,734,242,8,1,24580
2020-08-02,Andhra Pradesh,158764,82886,1474,0,2065407
2020-08-02,Arunachal Pradesh,1698,996,3,0,89031
2020-08-02,Assam,42905,32385,105,3,964499
2020-08-02,Bihar,57270,36637,322,1,612415
2020-08-02,Chandigarh,1117,698,19,1,14493
2020-08-02,Chhattisgarh,9608,6991,58,0,331268
2020-08-02,Delhi,137677,123317,4004,0,1063669
2020-08-02,Dadra and Nagar Haveli and Daman and Diu,1249,804,2,11,42718
2020-08-02,Goa,6530,4668,53,0,134395
2020-08-02,Gujarat,63675,46587,2487,0,814335
2020-08-02,Himachal Pradesh,2703,1559,13,17,150186
2020-08-02,Haryana,36519,29690,433,0,646286
2020-08-02,Jharkhand,12559,4682,118,0,316332
2020-08-02,Jammu and Kashmir,21416,13127,396,0,654117
2020-08-02,Karnataka,134819,57725,2496,9,1418569
2020-08-02,Kerala,25912,14467,83,20,817078
2020-08-02,Ladakh,1466,1108,7,0,19860
2020-08-02,Maharashtra,441228,276809,15576,306,2260160
2020-08-02,Meghalaya,874,264,5,0,37728
