Date,Date_YMD,Status,TT,AN,AP,AR,AS,BR,CH,CT,DN,DD,DL,GA,GJ,HR,HP,JK,JH,KA,KL,LA,LD,MP,MH,MN,ML,MZ,NL,OR,PY,PB,RJ,SK,TN,TG,TR,UP,UT,WB,UN
17-Jul-20,2020-07-17,Recovered,17476,0,905,22,551,896,4,61,22,0,1608,129,770,533,40,112,64,1028,132,3,0,387,2217,34,0,0,14,453,67,96,656,1,3391,1410,47,959,26,838,0
17-Jul-20,2020-07-17,Deceased,676,0,42,0,1,6,0,3,0,0,26,2,17,5,0,9,4,115,1,1,0,9,258,0,0,0,0,6,3,9,8,0,79,7,0,38,1,26,0
18-Jul-20,2020-07-18,Confirmed,37411,4,3963,41,1117,1667,31,243,45,0,1475,180,960,750,40,441,289,4537,593,8,0,681,8348,91,15,2,22,591,58,350,711,19,4807,1284,171,1873,174,2198,-368
18-Jul-20,2020-07-18,Recovered,23583,3,1465,99,1060,774,5,146,22,0,1973,92,1062,600,19,607,79,1018,204,12,0,350,5306,19,0,7,27,607,48,81,518,2,3049,1902,51,1030,60,1286,0
18-Jul-20,2020-07-18,Deceased,543,0,52,0,2,4,1,0,0,0,26,0,19,17,0,5,2,93,2,0,0,8,144,0,0,0,0,3,3,7,7,0,88,6,2,24,1,27,0
19-Jul-20,2020-07-19,Confirmed,40235,15,5041,90,1018,1412,26,161,37,0,1211,173,965,617,64,701,167,4120,821,19,0,837,9518,20,32,0,10,736,109,308,934,10,4979,1296,223,2211,239,2278,-163
19-Jul-20,2020-07-19,Recovered,22730,0,1127,8,858,826,3,117,14,0,1860,180,877,475,29,646,62,1290,172,18,0,447,3906,53,0,0,13,516,92,81,586,0,4059,1831,24,1181,35,1344,0
19-Jul-20,2020-07-19,Deceased,675,0,56,0,4,2,0,0,0,0,31,1,20,5,0,8,1,91,2,0,0,15,258,0,2,0,0,7,0,8,6,0,78,6,0,38,0,36,0
20-Jul-20,2020-07-20,Confirmed,36806,4,4074,50,1093,1076,20,191,21,0,954,196,998,694,110,751,225,3648,794,17,0,710,8240,14,19,13,33,673,93,410,956,22,4985,1198,202,1913,127,2282,0
20-Jul-20,2020-07-20,Recovered,24303,6,1338,3,1072,938,30,169,15,0,1784,143,777,433,8,463,117,730,245,4,0,373,5460,85,3,1,39,457,111,583,465,2,3861,1885,86,986,96,1535,0
20-Jul-20,2020-07-20,Deceased,596,0,54,0,1,8,0,4,0,0,35,1,20,6,0,10,4,72,1,0,0,17,176,0,0,0,0,6,1,8,9,0,70,7,2,46,3,35,0
21-Jul-20,2020-07-21,Confirmed,39170,5,4944,68,1680,1109,14,133,28,0,1349,174,1026,604,33,608,418,3649,720,3,0,785,8336,90,21,0,9,647,87,379,983,25,4965,1430,252,2128,207,2261,0
21-Jul-20,2020-07-21,Recovered,27589,8,1346,18,938,1206,0,170,10,0,1200,88,744,726,10,181,107,1664,274,3,0,573,7188,64,18,0,1,400,53,271,549,16,4894,2062,81,1024,85,1617,0
21-Jul-20,2020-07-21,Deceased,671,0,62,0,6,11,0,1,0,0,27,3,34,9,1,9,8,61,1,0,0,18,246,0,0,0,0,8,1,1,9,0,75,7,1,37,0,35,0
22-Jul-20,2020-07-22,Confirmed,45601,9,6045,91,972,1502,29,268,36,0,1227,149,1020,724,61,453,487,4764,1038,8,0,747,10576,45,24,20,54,1078,121,412,961,108,5849,1555,126,2300,451,2291,0
22-Jul-20,2020-07-22,Recovered,31875,4,6553,11,1317,1135,8,116,15,0,1532,92,837,745,28,152,106,1780,272,8,0,579,5552,34,7,11,1,440,51,252,620,4,4913,1281,107,1645,52,1615,0
22-Jul-20,2020-07-22,Deceased,1130,0,65,0,2,10,1,0,0,0,29,2,28,8,0,10,3,55,1,0,0,14,280,0,0,0,0,6,1,6,6,0,518,9,1,34,2,39,0
23-Jul-20,2020-07-23,Confirmed,48443,19,7998,42,1047,1625,20,371,45,0,1041,174,1078,789,109,718,482,5030,1078,4,0,632,9895,55,20,9,90,1264,120,438,886,22,6472,1567,206,2516,145,2436,0
23-Jul-20,2020-07-23,Recovered,33326,7,5428,20,1349,1083,5,157,23,0,1415,114,718,552,31,102,206,2071,432,7,0,523,6484,42,5,4,44,643,31,100,451,10,5210,1661,39,2303,50,2006,0
23-Jul-20,2020-07-23,Deceased,755,0,61,0,4,4,0,5,0,0,26,1,28,6,0,9,3,97,5,0,0,10,298,0,0,0,0,6,3,8,11,0,88,9,1,35,3,34,0
24-Jul-20,2020-07-24,Confirmed,48888,19,8147,65,1130,1820,23,449,44,0,1025,190,1068,780,120,353,400,5007,885,36,0,736,9615,31,53,6,65,1594,95,477,958,17,6785,1640,100,2667,272,2216,0
24-Jul-20,2020-07-24,Recovered,32514,4,2380,58,1062,1873,4,180,18,0,1866,210,872,704,9,508,100,2037,968,10,0,507,5714,31,5,0,7,808,83,355,732,15,6504,1007,59,1909,42,1873,0
24-Jul-20,2020-07-24,Deceased,763,0,49,0,6,9,0,2,0,0,32,0,26,4,1,14,9,110,4,0,0,11,278,0,1,0,1,8,1,5,8,0,88,8,1,50,2,35,0
25-Jul-20,2020-07-25,Confirmed,50072,31,7813,70,1165,2803,29,363,37,0,1142,146,1081,783,95,523,277,5072,1103,30,0,716,9251,30,59,29,50,1320,139,468,1120,22,6988,1593,105,2971,244,2404,0
25-Jul-20,2020-07-25,Recovered,37125,2,3320,36,1294,1688,20,116,13,0,2137,182,782,701,28,300,167,2403,1049,22,0,622,7227,29,7,0,4,728,78,201,759,5,7758,998,79,2191,54,2125,0
25-Jul-20,2020-07-25,Deceased,703,0,52,0,1,11,0,3,0,0,29,4,22,7,0,9,7,72,5,1,0,8,257,0,0,0,3,10,3,9,11,0,89,8,0,39,1,42,0
26-Jul-20,2020-07-26,Confirmed,48932,28,7627,32,1142,2605,35,431,49,0,1075,175,1110,794,127,615,508,5199,927,9,0,874,9431,59,56,0,50,1376,133,534,1132,46,6986,0,37,3246,143,2341,0
26-Jul-20,2020-07-26,Recovered,31512,4,3046,77,985,1788,17,261,21,0,1807,230,753,730,25,411,183,2088,689,6,0,644,6044,1,41,10,8,864,84,513,648,5,5471,0,152,1738,71,2097,0
26-Jul-20,2020-07-26,Deceased,704,0,56,0,2,17,0,4,0,0,21,2,21,3,1,7,0,82,2,1,0,12,267,0,0,0,0,11,2,15,11,1,85,0,2,39,0,40,0
27-Jul-20,2020-07-27,Confirmed,46484,20,6051,81,1348,2192,23,367,36,0,613,258,1052,795,94,470,454,5324,702,21,0,789,7924,51,36,0,46,1503,85,551,1134,10,6993,1473,147,3505,224,2112,0
27-Jul-20,2020-07-27,Recovered,34354,12,3257,69,1362,1536,3,228,32,0,1497,133,1015,662,18,474,101,1847,745,3,0,659,8706,38,51,0,20,581,75,254,880,27,5723,774,105,1192,109,2166,0
27-Jul-20,2020-07-27,Deceased,642,1,49,0,7,6,1,2,0,0,26,1,22,5,0,9,7,75,2,0,0,9,227,0,0,0,1,7,3,12,9,0,77,8,4,30,3,39,0
28-Jul-20,2020-07-28,Confirmed,49631,25,7948,91,1371,2480,24,306,44,0,1056,168,1108,749,60,489,760,5536,1167,21,0,628,7717,31,41,23,75,1215,139,609,1072,24,6972,1610,221,3458,259,2134,0
28-Jul-20,2020-07-28,Recovered,35683,4,3064,43,1216,1376,24,267,51,0,1135,185,1032,712,18,483,179,2819,679,1,0,552,10333,56,8,5,8,687,62,688,483,12,4707,803,154,1687,45,2105,0
28-Jul-20,2020-07-28,Deceased,774,0,58,0,2,14,0,1,0,0,28,0,24,9,0,12,4,102,4,0,0,10,282,0,0,0,-1,8,4,18,11,0,88,9,4,41,4,38,0
29-Jul-20,2020-07-29,Confirmed,52479,65,10093,80,1348,2328,44,314,38,0,1035,202,1144,755,73,540,331,5503,903,20,0,917,9211,141,5,11,53,1068,166,568,1144,17,6426,1764,216,3383,279,2294,0
29-Jul-20,2020-07-29,Recovered,32886,5,2784,60,1214,1284,12,197,19,0,1126,189,783,662,98,437,77,2397,641,13,0,591,7478,38,13,17,18,878,92,461,992,12,5927,842,57,1287,91,2094,0
29-Jul-20,2020-07-29,Deceased,775,1,65,0,4,4,0,4,0,0,26,3,24,7,0,15,5,90,1,2,0,14,298,1,0,0,0,6,0,25,10,0,82,12,0,33,2,41,0
30-Jul-20,2020-07-30,Confirmed,54968,42,10167,74,2112,2082,38,256,35,0,1093,215,1159,623,103,450,505,6128,506,31,0,834,11147,47,19,13,53,1203,121,510,1156,14,5864,1811,219,3705,199,2434,0
30-Jul-20,2020-07-30,Recovered,37425,0,4618,150,1248,1169,36,285,17,0,1091,221,879,920,55,520,115,3793,794,14,0,723,8860,19,3,19,30,807,84,296,922,16,5295,821,284,996,185,2140,0
30-Jul-20,2020-07-30,Deceased,784,1,68,0,2,12,0,1,0,0,29,3,22,4,0,17,4,83,2,1,0,13,266,3,0,0,0,10,1,9,13,0,100,13,0,57,4,46,0
31-Jul-20,2020-07-31,Confirmed,57486,78,10376,107,1862,2986,35,336,46,0,1195,209,1153,711,58,490,915,5483,1310,26,0,838,10320,116,20,0,127,1499,174,663,1147,29,5881,1986,274,4422,118,2496,0
31-Jul-20,2020-07-31,Recovered,36554,13,3840,91,1277,1977,20,309,41,0,1206,206,833,887,72,375,167,3094,864,1,0,614,7543,17,5,13,10,772,142,225,614,17,5778,816,365,2060,172,2118,0
31-Jul-20,2020-07-31,Deceased,764,2,68,0,4,13,1,3,0,0,27,3,22,4,0,12,3,84,3,0,0,10,265,1,0,0,0,9,1,16,13,0,94,14,0,43,4,45,0
01-Aug-20,2020-08-01,Confirmed,55117,88,9276,83,1457,3521,28,235,45,0,1118,280,1136,793,70,613,790,5172,1129,58,0,808,9601,135,33,5,138,1602,134,944,1160,11,5879,2083,252,3587,264,2589,0
01-Aug-20,2020-08-01,Recovered,51368,12,12750,51,1085,1823,16,380,30,0,1201,227,875,853,43,654,170,3860,752,13,0,698,10725,10,37,6,5,756,98,341,823,38,7010,1114,136,2471,162,2143,0
01-Aug-20,2020-08-01,Deceased,854,2,58,0,3,14,3,1,0,0,26,3,24,7,0,11,8,98,8,0,0,9,322,1,0,0,0,11,2,19,14,0,99,11,2,47,3,48,0
02-Aug-20,2020-08-02,Confirmed,52672,98,8555,24,1178,2762,38,181,55,0,961,337,1101,761,69,444,455,5532,1169,4,0,921,9509,75,18,57,104,1434,200,790,1167,8,5875,1891,141,3873,146,2739,0
02-Aug-20,2020-08-02,Recovered,40355,16,6272,27,942,1164,15,381,49,0,1186,230,805,610,57,256,169,4077,688,0,0,581,9926,38,12,5,8,681,111,391,548,20,5517,1088,142,2023,107,2213,0
02-Aug-20,2020-08-02,Deceased,760,1,67,0,4,10,1,3,0,0,15,5,22,5,0,8,4,84,1,0,0,10,260,1,0,0,0,11,1,18,12,0,98,10,4,53,3,49,0
03-Aug-20,2020-08-03,Confirmed,50488,96,7822,60,2371,2297,43,212,35,0,805,286,1009,654,115,590,941,4752,961,19,0,750,8968,89,28,26,194,1384,176,674,1145,30,5609,983,0,4441,207,2716,0
03-Aug-20,2020-08-03,Recovered,43070,21,5786,67,1044,1871,8,265,62,0,937,208,974,780,99,905,112,4775,815,1,0,549,10221,29,0,8,9,1119,102,416,835,8,5800,1019,0,2036,101,2088,0
03-Aug-20,2020-08-03,Deceased,806,2,63,0,4,14,0,3,0,0,17,3,22,7,0,11,7,98,2,0,0,14,266,0,0,0,0,12,4,19,13,0,109,11,0,48,4,53,0
04-Aug-20,2020-08-04,Confirmed,51282,98,9747,32,2886,2464,46,382,43,0,674,259,1020,623,61,390,570,6259,1083,49,0,797,7760,98,15,6,276,1384,165,488,1124,95,5063,1286,131,2948,208,2752,0
04-Aug-20,2020-08-04,Recovered,51220,14,6953,42,993,2252,9,357,54,0,972,238,898,756,52,824,405,6772,1021,18,0,1315,12326,48,66,16,2,1409,126,609,781,2,6501,1066,70,1878,309,2066,0
04-Aug-20,2020-08-04,Deceased,849,2,67,0,6,13,1,8,0,0,12,4,25,8,0,10,4,110,3,0,0,12,300,0,0,0,0,10,2,20,13,0,108,12,1,39,5,54,0
05-Aug-20,2020-08-05,Confirmed,56626,99,10128,65,2284,2701,64,295,45,0,1076,348,1073,752,37,559,978,5619,1195,58,0,652,10309,75,22,3,93,1337,286,841,1166,17,5175,2012,122,4078,246,2816,0
05-Aug-20,2020-08-05,Recovered,45583,49,8729,105,1471,1610,0,258,41,0,890,173,1046,734,52,388,627,5407,1234,37,0,650,6165,48,9,4,26,1255,131,452,1017,4,6031,1139,50,3287,386,2078,0
05-Aug-20,2020-08-05,Deceased,919,2,77,0,6,20,0,2,0,0,11,4,23,7,0,9,7,100,7,0,0,17,334,0,0,0,2,11,7,29,13,0,112,13,2,40,3,61,0
06-Aug-20,2020-08-06,Confirmed,62170,96,10328,93,2372,3416,57,523,43,0,1299,191,1034,755,131,499,708,6805,1298,3,0,830,11514,124,51,33,82,1699,188,1035,1151,29,5684,2092,98,4586,369,2954,0
06-Aug-20,2020-08-06,Recovered,50141,29,8516,35,1332,1450,62,217,36,0,1008,166,917,680,103,464,768,5602,800,13,0,838,10854,43,6,2,134,1150,140,716,1282,50,6272,1289,68,2844,194,2061,0
06-Aug-20,2020-08-06,Deceased,899,2,72,0,5,19,0,6,0,0,15,2,27,3,0,10,9,93,3,0,0,17,316,1,0,0,0,11,5,26,12,0,110,13,1,61,4,56,0
07-Aug-20,2020-08-07,Confirmed,61455,99,10171,101,2679,3646,47,388,44,0,1192,333,1074,751,103,473,726,6670,1251,19,0,734,10483,249,16,21,77,1833,241,1039,1161,25,5880,2207,128,4404,278,2912,0
07-Aug-20,2020-08-07,Recovered,50387,70,7594,81,1585,2445,43,231,41,0,1108,142,1370,804,89,510,897,3951,814,17,0,719,10906,21,66,0,5,1810,106,381,1064,53,6488,1136,67,3432,304,2037,0
07-Aug-20,2020-08-07,Deceased,936,3,89,0,6,12,3,10,0,0,23,4,22,9,0,13,6,100,5,2,0,16,300,2,0,0,1,12,5,22,10,0,119,12,5,63,10,52,0
08-Aug-20,2020-08-08,Confirmed,65156,129,10080,68,2218,3992,52,447,51,0,1404,259,1101,789,114,463,986,7178,1420,25,0,859,12822,169,17,8,31,1643,261,998,1171,6,5883,2256,146,4660,501,2949,0
08-Aug-20,2020-08-08,Recovered,52135,75,9151,104,1782,2408,52,263,51,0,1130,207,1135,587,127,449,834,5006,1715,20,0,732,11081,1,12,8,69,1544,140,820,968,11,5043,1091,224,2999,232,2064,0
08-Aug-20,2020-08-08,Deceased,875,1,97,0,8,19,1,3,0,0,16,2,23,7,0,10,9,93,4,0,0,15,275,1,1,0,0,15,5,23,11,0,118,14,1,47,5,51,0
09-Aug-20,2020-08-09,Confirmed,62117,139,10820,38,1123,3934,89,293,45,0,1300,506,1078,792,107,507,688,5985,1211,49,0,868,12248,118,39,41,93,1734,259,975,1169,6,5994,1982,147,4571,230,2939,0
09-Aug-20,2020-08-09,Recovered,54474,148,9097,52,1734,2642,32,227,28,0,1225,193,1311,750,100,336,673,4670,970,8,0,667,13348,117,67,2,11,1543,147,459,1072,80,6020,1669,92,2817,171,1996,0
09-Aug-20,2020-08-09,Deceased,1013,0,97,0,5,10,1,6,0,0,13,3,25,9,1,13,17,107,2,0,0,19,390,0,0,0,1,14,7,24,11,0,119,12,4,41,8,54,0
10-Aug-20,2020-08-10,Confirmed,53016,135,7665,76,2900,3021,80,477,62,0,707,317,1056,794,92,470,630,4267,1184,29,0,866,9181,100,53,12,230,1528,242,986,1173,44,5914,1256,62,4113,389,2905,0
10-Aug-20,2020-08-10,Recovered,47362,61,6924,110,1261,2824,100,208,50,0,1070,213,1138,711,24,372,750,5218,784,15,0,654,6711,78,8,25,69,1236,154,416,825,13,6037,1587,267,4074,167,3208,0
10-Aug-20,2020-08-10,Deceased,887,0,80,0,6,21,0,3,0,0,20,5,20,6,2,6,12,114,7,0,0,19,293,0,0,0,0,16,2,18,11,0,114,10,1,51,9,41,0
11-Aug-20,2020-08-11,Confirmed,61252,139,9024,96,2669,4071,75,360,39,0,1257,415,1118,798,34,564,683,6257,1417,53,0,843,11088,88,27,3,20,1341,276,1000,1217,3,5834,1896,164,5041,411,2931,0
11-Aug-20,2020-08-11,Recovered,56461,40,9113,42,1487,2900,11,222,41,0,727,272,1140,590,68,604,807,6473,1426,18,0,922,10014,33,12,0,12,1785,177,1055,1339,24,6005,1788,213,3865,169,3067,0
11-Aug-20,2020-08-11,Deceased,835,1,87,0,4,15,1,5,0,0,8,6,23,11,1,12,5,86,5,0,0,18,256,1,0,0,-1,12,2,32,11,0,118,8,1,56,2,49,0
12-Aug-20,2020-08-12,Confirmed,67066,136,9597,103,4593,3741,81,567,39,0,1113,480,1152,797,139,482,788,7883,1212,41,0,870,12712,41,37,25,87,1876,481,1020,1213,17,5871,1897,110,4475,454,2936,0
12-Aug-20,2020-08-12,Recovered,57759,80,6676,25,2136,3029,8,269,35,0,1021,161,977,612,89,544,1642,7034,880,19,0,643,13408,76,7,7,128,1673,144,422,1249,16,5633,1920,182,4072,217,2725,0
12-Aug-20,2020-08-12,Deceased,950,0,93,0,6,9,1,5,0,0,14,3,18,3,0,8,8,113,6,0,0,15,344,0,0,0,0,9,5,39,11,0,119,9,0,54,4,54,0
13-Aug-20,2020-08-13,Confirmed,64141,137,9996,82,2796,3906,91,478,46,0,956,570,1092,793,180,536,693,6706,1564,38,0,1014,11813,130,14,1,50,1981,299,1027,1314,1,5835,1931,121,4537,416,2997,0
13-Aug-20,2020-08-13,Recovered,54776,95,9499,59,2174,2439,53,150,38,0,913,271,1046,792,73,779,816,8609,766,8,0,596,9115,64,30,13,26,1422,152,627,171,31,5146,1780,74,4125,327,2497,0
13-Aug-20,2020-08-13,Deceased,1006,1,82,1,8,10,1,8,0,0,14,2,18,8,1,11,7,103,3,0,0,17,413,1,0,0,0,9,6,31,11,0,119,11,1,50,3,56,0
14-Aug-20,2020-08-14,Confirmed,65610,149,8943,95,2706,3911,86,529,41,0,1192,476,1087,797,58,540,1175,7908,1569,30,0,796,12608,86,35,8,154,1977,315,1077,1278,149,5890,1921,164,4512,313,3035,0
14-Aug-20,2020-08-14,Recovered,56920,108,9779,32,2310,2800,15,199,31,0,790,245,1083,862,116,640,665,6940,1304,21,0,570,10484,65,34,4,59,1305,181,489,2078,42,5556,1210,103,3740,488,2572,0
14-Aug-20,2020-08-14,Deceased,989,2,97,1,6,16,0,13,0,0,11,2,15,7,0,11,15,104,10,0,0,16,364,0,0,0,0,10,4,25,13,0,117,9,2,55,4,60,0
15-Aug-20,2020-08-15,Confirmed,63986,120,8732,51,1057,3536,81,486,64,0,1276,369,1094,796,119,532,547,8818,1608,30,0,1019,12020,192,64,56,18,2496,359,1028,1287,68,5860,1863,167,4774,325,3074,0
15-Aug-20,2020-08-15,Recovered,53116,96,10414,21,1593,3368,27,189,72,0,1143,331,1015,591,81,734,503,6629,803,4,0,948,6844,78,15,9,123,1521,215,535,1357,38,5236,1912,73,3705,246,2647,0
15-Aug-20,2020-08-15,Deceased,952,0,87,0,7,15,0,4,0,0,10,5,19,10,0,7,5,114,7,1,0,13,322,0,0,0,0,9,0,40,16,0,127,10,4,58,4,58,0
16-Aug-20,2020-08-16,Confirmed,58096,93,8012,43,1317,2187,93,576,35,0,652,300,1120,743,163,449,552,7040,1530,39,0,1022,11111,179,82,64,54,2924,378,1165,1317,19,5950,1102,127,4357,235,3066,0
16-Aug-20,2020-08-16,Recovered,57404,98,10117,37,1929,3891,19,189,47,0,1310,287,959,662,88,267,566,6680,1099,49,0,685,8837,194,79,15,101,1550,219,568,1350,12,6019,1930,63,4201,352,2935,0
16-Aug-20,2020-08-16,Deceased,952,4,88,0,7,22,1,8,0,0,8,6,20,10,0,15,15,116,10,4,0,11,288,3,0,0,0,10,4,41,14,0,125,9,5,56,1,51,0
17-Aug-20,2020-08-17,Confirmed,54298,46,6780,40,2792,2525,114,404,27,0,787,355,1033,887,18,422,843,6317,1725,18,0,930,8493,118,44,12,61,2244,297,1489,1334,20,5890,894,143,3798,318,3080,0
17-Aug-20,2020-08-17,Recovered,58172,99,7866,85,1519,4140,46,363,49,0,740,283,1083,1009,114,353,601,7071,1131,12,0,987,11391,102,4,1,108,1503,184,749,1050,28,5667,2006,135,4376,385,2932,0
17-Aug-20,2020-08-17,Deceased,880,1,82,0,8,5,1,8,0,0,18,7,15,12,0,6,11,115,13,0,0,23,228,1,0,0,0,10,4,50,11,0,120,10,4,66,6,45,0
18-Aug-20,2020-08-18,Confirmed,64999,84,9652,134,2534,3257,89,808,51,0,1374,339,1126,896,61,434,1241,7665,1758,44,0,990,11119,78,39,26,65,2239,367,1705,1347,20,5709,1682,205,4218,468,3175,0
18-Aug-20,2020-08-18,Recovered,60455,96,9211,56,1560,4034,60,249,39,0,1146,298,1131,688,89,590,361,8387,1365,27,0,688,9356,55,6,7,134,1535,282,1582,1306,54,5850,2070,118,4799,239,2987,0
18-Aug-20,2020-08-18,Deceased,1099,1,88,0,6,16,0,8,0,0,12,5,20,7,0,13,10,139,6,3,0,13,422,1,0,0,0,9,9,36,11,1,121,8,3,70,6,55,0
19-Aug-20,2020-08-19,Confirmed,69196,75,9742,75,2116,2884,91,752,37,0,1398,342,1145,994,176,708,967,8642,2333,38,0,976,13165,111,78,45,38,2589,356,1683,1312,25,5795,1763,236,5076,264,3169,0
19-Aug-20,2020-08-19,Recovered,59365,108,8061,73,2054,3838,108,338,48,0,1320,357,1120,758,69,611,857,7201,1217,2,0,762,9011,96,40,5,42,1621,403,941,1003,34,6384,1789,93,5620,408,2973,0
19-Aug-20,2020-08-19,Deceased,979,0,86,0,10,10,1,6,0,0,9,8,17,10,2,11,13,126,7,1,0,18,346,0,0,0,0,10,6,22,12,1,116,8,3,53,14,53,0
20-Aug-20,2020-08-20,Confirmed,68518,76,9393,116,1735,2451,119,1052,34,0,1215,424,1175,996,127,683,638,7385,1968,29,0,1142,14647,49,126,14,25,2898,540,1741,1330,58,5986,1724,190,4824,411,3197,0
20-Aug-20,2020-08-20,Recovered,61873,109,8846,71,2772,3585,39,554,46,0,1059,350,1123,737,93,728,754,6231,1217,39,0,1065,12243,117,5,18,215,1641,322,334,1227,38,5742,1195,68,5863,301,3126,0
20-Aug-20,2020-08-20,Deceased,981,1,95,0,8,6,0,8,0,0,22,2,16,11,2,6,8,102,9,0,0,12,326,0,0,0,0,8,8,37,11,0,116,10,0,95,9,53,0
21-Aug-20,2020-08-21,Confirmed,68519,67,9544,60,1856,2461,116,873,53,0,1250,385,1204,1203,190,654,1258,7571,1983,56,0,1147,14161,124,57,21,36,2698,302,1503,1335,46,5995,1457,256,4905,447,3245,0
21-Aug-20,2020-08-21,Recovered,62858,106,8827,32,2476,3678,36,283,39,0,1082,477,1324,620,149,580,1052,6561,1419,13,0,987,11749,259,19,18,153,1927,300,856,1306,7,5764,1781,86,5567,243,3082,0
21-Aug-20,2020-08-21,Deceased,953,1,91,0,6,14,2,8,0,0,13,9,14,7,2,15,11,93,12,1,0,14,339,2,0,0,0,10,6,34,12,0,101,8,4,64,5,55,0
22-Aug-20,2020-08-22,Confirmed,70067,61,10276,97,1560,2238,145,704,40,0,1412,306,1212,1161,167,610,907,7330,2172,77,0,1226,14492,83,93,8,16,2819,518,1316,1310,45,5980,2474,280,5217,483,3232,0
22-Aug-20,2020-08-22,Recovered,59101,109,8593,103,2045,3531,45,372,50,0,1230,479,980,600,107,593,814,7626,1292,20,0,872,9241,194,20,1,92,1773,373,409,1648,37,5603,1768,410,4638,345,3088,0
22-Aug-20,2020-08-22,Deceased,918,0,97,0,7,13,0,10,0,0,14,5,14,12,4,15,13,93,15,2,0,21,297,2,1,0,1,9,8,45,11,0,80,7,1,70,3,48,0
23-Aug-20,2020-08-23,Confirmed,61749,52,7895,40,1272,2247,142,704,36,0,1450,209,1101,1096,106,666,1075,5938,1908,69,0,1263,10441,114,106,15,51,2993,410,1136,1345,22,5975,2384,331,5325,558,3274,0
23-Aug-20,2020-08-23,Recovered,56896,110,7449,69,3259,3082,21,537,42,0,1250,453,972,809,120,434,950,4996,1110,22,0,991,8157,161,7,38,128,2129,350,2226,1180,0,6047,1851,121,4318,459,3048,0
23-Aug-20,2020-08-23,Deceased,846,1,93,0,8,9,4,7,0,0,16,4,14,6,0,9,8,68,5,2,0,23,258,0,1,0,0,10,8,50,11,0,97,11,2,59,5,57,0
24-Aug-20,2020-08-24,Confirmed,59696,44,8601,49,1879,1227,117,1136,18,0,1061,139,1067,1074,100,428,940,5851,1242,51,0,1292,11015,116,59,0,28,2949,337,1505,1346,43,5967,1842,200,4601,405,2967,0
24-Aug-20,2020-08-24,Recovered,66305,129,8741,130,2190,2908,154,493,39,0,1200,437,1021,583,123,373,889,8061,1238,26,0,841,14219,97,13,2,102,2519,285,1829,1276,63,6129,1825,159,4494,432,3285,0
24-Aug-20,2020-08-24,Deceased,854,2,86,0,10,17,0,9,0,0,13,4,13,10,0,7,17,127,11,0,0,17,212,0,0,0,0,10,5,43,12,0,97,6,1,61,7,57,0
25-Aug-20,2020-08-25,Confirmed,66873,41,9927,100,1973,1444,174,1287,21,0,1544,392,1096,1148,53,701,1056,8161,2375,90,0,1379,10425,82,42,35,38,2752,567,1293,1370,29,5951,2579,293,5006,485,2964,0
25-Aug-20,2020-08-25,Recovered,64151,139,9419,81,1724,3169,67,308,33,0,1155,315,1011,1091,164,389,725,6814,1456,32,0,1079,12300,99,43,3,215,2545,331,788,1526,120,6998,1752,73,4647,289,3251,0
25-Aug-20,2020-08-25,Deceased,1066,2,92,0,8,17,3,15,0,0,17,9,20,10,1,14,12,148,10,1,0,19,329,2,0,0,0,9,8,49,13,0,107,9,6,72,6,58,0
26-Aug-20,2020-08-26,Confirmed,75995,40,10830,143,2179,2163,167,1209,22,0,1693,497,1197,1397,167,704,1137,8580,2476,31,0,1064,14888,141,32,14,26,3371,504,1513,1345,11,5958,3018,329,5640,535,2974,0
26-Aug-20,2020-08-26,Recovered,56191,78,8473,55,2148,2234,87,413,41,0,1154,287,1047,1117,62,599,736,7249,1351,31,0,936,7637,17,42,9,0,3343,213,1086,1453,22,5606,1060,160,3808,323,3314,0
26-Aug-20,2020-08-26,Deceased,1017,4,81,0,14,9,1,10,0,0,17,8,17,11,2,19,15,133,13,1,0,17,295,1,0,0,0,13,8,41,12,0,118,10,4,82,6,55,0
27-Aug-20,2020-08-27,Confirmed,76827,33,10621,78,2036,1860,188,1438,42,0,1840,456,1190,1293,180,655,1365,9386,2406,41,0,1317,14857,140,80,7,6,3384,504,1746,1345,56,5981,2795,385,5391,728,2997,0
27-Aug-20,2020-08-27,Recovered,59620,65,8528,58,2345,2931,177,462,56,0,1130,356,1193,1077,198,528,633,7866,2067,60,0,1207,9136,128,25,27,124,2510,275,741,1006,75,5870,872,123,4331,251,3189,0
27-Aug-20,2020-08-27,Deceased,1066,1,92,0,4,9,2,14,0,0,22,6,17,12,1,14,15,141,10,2,0,24,355,0,1,0,0,7,10,37,13,0,109,8,2,76,9,53,0
28-Aug-20,2020-08-28,Confirmed,76657,32,10526,112,2560,1998,160,1245,31,0,1808,523,1272,1298,136,696,1137,8960,2543,48,0,1252,14427,118,110,29,21,3682,590,1542,1355,34,5996,2932,509,5405,588,2982,0
28-Aug-20,2020-08-28,Recovered,64475,70,8463,88,1763,2749,130,502,47,0,1446,429,1050,1020,141,651,1019,7464,2097,74,0,943,11607,100,59,14,115,2503,319,2036,1448,33,5752,1580,142,4986,349,3286,0
28-Aug-20,2020-08-28,Deceased,1019,0,81,2,8,12,2,6,0,0,20,4,14,15,0,7,12,136,7,1,0,17,331,2,1,0,0,8,9,51,12,0,102,11,4,77,11,56,0
